,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
6999,5915,psittaculirostris desmarestii,182.2,Medium,117.0,Forest,Dense habitats,1,Herbivore,-4.11,-0.34,-1.91,132.95,82418.22,"The large fig parrot (Psittaculirostris desmarestii), also known as flame-headed fig parrot and Desmarest's fig parrot, is a species of parrot in the family Psittaculidae.
It is found in the West Papuan Islands, Indonesia and in southern and western New Guinea (Indonesia and Papua New Guinea).[2]",extant
7000,8035,psittaculirostris edwardsii,178.5,Medium,118.0,Forest,Dense habitats,1,Herbivore,-7.21,-2.40,-4.72,144.11,99151.91,"Edwards's fig parrot (Psittaculirostris edwardsii), also known as the scarlet-cheeked fig parrot,[2] is a species of parrot in the family Psittaculidae found in humid lowland forests in north-eastern New Guinea. The adult male is predominantly green with red breast and cheeks, yellow ear coverts, and yellowish crown.",Least Concern
7001,7006,psittaculirostris salvadorii,195.1,Medium,118.0,Forest,Dense habitats,1,Herbivore,-3.63,-1.47,-2.61,138.29,50674.66,Salvadori's fig parrot (Psittaculirostris salvadorii) is a species of parrot in the family Psittaculidae endemic to the northern part of the Papua province in Indonesia.,Least Concern
7002,10960,psittacus erithacus,358.2,Large,333.0,Forest,Dense habitats,1,Herbivore,-6.95,7.95,0.03,18.71,2732037.72,,extant
7003,9188,psittacus timneh,320.0,Medium,333.0,Forest,Dense habitats,1,Herbivore,4.35,11.89,6.74,-8.72,256969.54,"The Timneh parrot (Psittacus timneh), also known as the Timneh grey parrot or Timneh African grey parrot, is a West African parrot. Formerly classified as a subspecies of the grey parrot Psittacus erithacus timneh, it is now considered a full species Psittacus timneh. In aviculture, it is often referred to by the initials TAG and is commonly kept as a companion parrot.",extant
7004,8631,psitteuteles goldiei,197.3,Medium,58.7,Forest,Dense habitats,1,Herbivore,-10.55,-3.25,-5.95,142.94,307384.24,"Goldie's lorikeet (Glossoptilus goldiei) is a species of parrot in the family Psittaculidae. It is the only species placed in the genus Glossoptilus. It is found in forest and woodland in New Guinea, primarily at altitudes of 1000–2200 m. It is mostly green with yellowish streaks in the chest area, and a red, blue and purple head. It is a small bird measuring 19 cm (7 ½ in) in length and weighing 45–60 grams.[2]",Not Evaluated
7005,7592,psitteuteles versicolor,185.5,Medium,53.5,Woodland,Semi-open habitats,1,Herbivore,-23.49,-11.12,-16.98,135.13,1214241.53,"The varied lorikeet (Psitteuteles versicolor), is a species of parrot in the family Psittacidae that is endemic to the northern coastal regions of Australia. It is the only species in the genus Psitteuteles.",Not Evaluated
7006,9437,psittinus cyanurus,184.7,Medium,60.5,Forest,Dense habitats,1,Herbivore,-5.95,10.94,1.09,108.22,1398599.34,"The blue-rumped parrot (Psittinus cyanurus) is a parrot found in the very southern tip of Myanmar, peninsular Thailand, Malaysia, Borneo, Sumatra and nearby islands. It is a small parrot (18 cm) and is primarily green with bright red underwing coverts, a reddish shoulder patch, and yellowish margins on the wing coverts. It is sexually dimorphic. The female has a grey-brown head. The male has a black mantle, red upper mandible, and blue head and rump.",Near Threatened
7007,3422,psittiparus bakeri,192.2,Medium,32.0,Forest,Semi-open habitats,1,Omnivore,17.38,27.93,23.53,98.56,288108.31,"The rufous-headed parrotbill (Paradoxornis bakeri), or greater rufous-headed parrotbill, is a parrotbill in the family Paradoxornithidae and is found in eastern Asia from the eastern Himalayas to Indochina.",Least Concern
7008,4565,psittiparus gularis,195.8,Medium,29.0,Shrubland,Dense habitats,1,Herbivore,14.16,30.98,25.15,107.00,1985394.87,The grey-headed parrotbill (Paradoxornis gularis) is a parrotbill in the family Sylviidae and is found in eastern Asia from the Himalayas to Indochina and Hainan.,extant
7009,1061,psittiparus margaritae,188.0,Medium,29.0,Shrubland,Semi-open habitats,1,Herbivore,11.25,12.48,12.02,108.17,6360.27,"The black-headed parrotbill (Paradoxornis margaritae) is a bird species often placed with the Old World babblers (family Timaliidae) or in the Sylviidae, but it actually seems to belong to the distinct family Paradoxornithidae.[2]",Vulnerable
7010,358,psittiparus ruficeps,196.3,Medium,32.0,Forest,Semi-open habitats,1,Omnivore,26.70,29.75,27.69,92.60,71788.74,"The white-breasted parrotbill  (Paradoxornis ruficeps) is a bird species often placed with the Old World babblers (family Timaliidae) or in a distinct family Paradoxornithidae, but it actually seems to belong to the Sylviidae.",Least Concern
7011,6936,psittirostra psittacea,168.4,Medium,28.62,Forest,Dense habitats,2,Herbivore,NA,NA,NA,NA,NA,"The  ʻōʻū (pronounced [ˈʔoːʔuː][2]) (Psittirostra psittacea) is a species of Hawaiian honeycreeper endemic to the Hawaiian islands. It has a dark green back and olive green underparts; males have a yellow head while females have a green head. Its unusual beak seems to be adapted to feeding on the fruits of Freycinetia arborea. It has a strong flight which it uses to fly considerable distances in search of this vine, but it will eat other fruits, buds, flowers and insects.",Critically Endangered
7012,9101,psittrichas fulgidus,476.0,Large,864.99,Forest,Dense habitats,1,Herbivore,-10.55,-1.21,-5.58,142.61,275735.64,"Pesquet's parrot (Psittrichas fulgidus), also known as the Dracula parrot[2] or as the vulturine parrot (leading to easy confusion with Pyrilia vulturina from Brazil), is a member of the Old World parrot family Psittaculidae. It is the only member of its genus Psittrichas. It is endemic to hill and montane rainforest in New Guinea.",Vulnerable
7013,8988,psophia crepitans,526.2,Large,1026.0,Forest,Dense habitats,1,Herbivore,-5.05,10.24,1.50,-63.54,2593241.63,"The grey-winged trumpeter (Psophia crepitans) is a member of a small family of birds, the Psophiidae. It is found in Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela.[3][4]",Least Concern
7014,6362,psophia leucoptera,502.7,Large,1315.58,Forest,Dense habitats,1,Herbivore,-18.01,-2.54,-8.36,-68.78,1532581.12,"The pale-winged trumpeter (Psophia leucoptera), also known as the white-winged trumpeter, is a Near Threatened species of bird in the family Psophiidae. It is found in the western Amazon rainforest of Bolivia, Brazil, and Peru.[2][3][1]",Near Threatened
7015,7400,psophia viridis,520.7,Large,1071.0,Forest,Dense habitats,1,Herbivore,-14.93,-1.94,-8.87,-60.59,699135.56,The dark-winged trumpeter (Psophia viridis) is a species of bird in the family Psophiidae. It is endemic to Brazil.[1],Vulnerable
7016,6533,psophocichla litsitsirupa,233.3,Medium,74.0,Grassland,Open habitats,1,Carnivore,-30.96,-4.07,-16.88,23.83,3146030.54,"The groundscraper thrush (Turdus litsitsirupa)[3] is a passerine bird of southern and eastern Africa belonging to the thrush family, Turdidae. It was previously considered the only member of the genus Psophocichla, but phylogenetic analysis supports it belonging in the genus Turdus, of which it is the most basal species.[4]",Not Evaluated
7017,2381,psophodes cristatus,199.1,Medium,40.71,Shrubland,Semi-open habitats,1,Omnivore,-35.20,-23.70,-29.37,141.04,990722.54,"The chirruping wedgebill (Psophodes cristatus) is a medium-sized member of the genus Psophodes, which consists or four to five songbirds endemic to Australia.[2] Commonly found in low shrublands in south-eastern inland Australia,[3] the species is distinguished by its distinctive, chirruping call.[3] The chirruping wedgebill and chiming wedgebill (Psophodes occidentalis) were considered to be a single species until as late as 1973, when they were separated due to marked differences in their calls.[3]",Least Concern
7018,3961,psophodes nigrogularis,224.4,Medium,44.52,Shrubland,Semi-open habitats,1,Carnivore,-36.08,-32.99,-34.34,125.45,70357.84,"The black-throated whipbird (Psophodes nigrogularis) is a passerine bird found in several scattered populations in Southwest Australia.  It is predominantly olive green in colour. It was formerly considered to be conspecific with the white-bellied whipbird (Psophodes leucogaster), so shares the common name ""western whipbird"".",extant
7019,3997,psophodes occidentalis,208.2,Medium,39.64,Shrubland,Semi-open habitats,1,Omnivore,-31.30,-18.56,-24.85,127.57,2326926.65,"The chiming wedgebill (Psophodes occidentalis), sometimes referred to as chiming whipbird, is a species of bird in the family Psophodidae.
It is endemic to Australia.  The chiming wedgebill and chirruping wedgebill (Psophodes occidentalis) were considered a single species until as late as 1973, when they were separated due to marked differences in their calls.[1]",Least Concern
7020,8289,psophodes olivaceus,260.0,Medium,62.36,Forest,Dense habitats,1,Carnivore,-39.48,-15.66,-30.87,149.76,428340.70,"The eastern whipbird (Psophodes olivaceus) is an insectivorous passerine bird native to the east coast of Australia. Its whip-crack song is a familiar sound in forests of eastern Australia. Two subspecies are recognised. Heard much more often than seen, it is dark olive-green and black in colour with a distinctive white cheek patch and a crest. The male and female are similar in plumage.",extant
7021,9999,pteridophora alberti,230.3,Medium,81.84,Forest,Dense habitats,2,Herbivore,-7.41,-3.11,-4.90,140.99,109282.79,The King of Saxony bird-of-paradise (Pteridophora alberti) is a bird in the bird-of-paradise family (Paradisaeidae). It is the only member of the genus Pteridophora. It is endemic to montane forest in New Guinea.,extant
7022,5766,pternistis adspersus,297.3,Medium,428.03,Shrubland,Open habitats,1,Omnivore,-27.97,-13.73,-20.24,20.03,1150093.13,"The red-billed spurfowl (Pternistis adspersus), also known as the red-billed francolin, is a species of bird in the family Phasianidae.  It is found in Southern Africa, including Angola, Botswana, Namibia, South Africa, Zambia, and Zimbabwe.",Least Concern
7023,7067,pternistis afer,288.3,Medium,454.81,Shrubland,Semi-open habitats,1,Herbivore,-34.50,1.30,-11.88,27.72,4561244.02,"The red-necked spurfowl or red-necked francolin (Pternistis afer), is a gamebird in the pheasant family Phasianidae that is a resident species in southern Africa.",Least Concern
7024,4108,pternistis ahantensis,298.0,Medium,544.14,Forest,Semi-open habitats,1,Herbivore,4.35,13.49,7.32,-4.82,683993.47,"The Ahanta francolin or Ahanta spurfowl (Pternistis ahantensis)  is a species of bird in the pheasant family, Phasianidae. It is native to western Africa, where it occurs in Benin, Ivory Coast, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Nigeria, Senegal, Sierra Leone, and Togo.",Least Concern
7025,6846,pternistis bicalcaratus,285.0,Medium,439.5,Woodland,Open habitats,1,Herbivore,3.89,35.29,11.27,-0.92,3597861.30,"The double-spurred spurfowl (Pternistis bicalcaratus) is a gamebird in the pheasant family Phasianidae of the order Galliformes, gallinaceous birds. Like most spurfowls, it is restricted to Africa. It is a resident breeder in tropical west Africa, but there is a small and declining isolated population in Morocco.",Least Concern
7026,4905,pternistis camerunensis,276.9,Medium,549.39,Forest,Dense habitats,1,Herbivore,4.07,4.27,4.17,9.19,193.35,The Mount Cameroon spurfowl (Pternistis camerunensis) is a bird species in the pheasant family Phasianidae. It is found only in Cameroon.,Endangered
7027,7637,pternistis capensis,357.4,Large,629.84,Shrubland,Semi-open habitats,1,Herbivore,-34.84,-28.00,-31.99,19.66,150800.12,"The Cape spurfowl or Cape francolin (Pternistis capensis) is a gamebird in the pheasant family Phasianidae. It is endemic to southern Africa, where it is the largest francolin. It occurs in the Western Cape province of South Africa, and locally northwards to southern Namibia. It has adapted to alien vegetation and a variety of human-altered habitats, but scrubby roosting and nesting space is a prerequisite.[2] The species is not threatened.",Least Concern
7028,4390,pternistis castaneicollis,317.8,Medium,791.53,Forest,Dense habitats,1,Omnivore,4.79,11.48,8.20,38.91,264511.06,"The chestnut-naped spurfowl (Pternistis castaneicollis) is a species of bird in the pheasant family Phasianidae. At 33–37 cm (13–15 in) in length and weighing 550–1,200 g (19–42 oz), it is a large species of spurfowl.[2]
It is found in Ethiopia and  Somaliland. The population is believed to be stable but according to the International Union for Conservation of Nature (IUCN) there is insufficient data to make an estimate of the population.",Not Evaluated
7029,1971,pternistis clappertoni,308.4,Medium,469.61,Shrubland,Open habitats,1,Omnivore,1.26,17.58,11.78,26.02,2323019.72,"Clapperton's spurfowl (Pternistis clappertoni) is a species of bird in the family Phasianidae.
It is found in Cameroon, Central African Republic, Chad, Eritrea, Ethiopia, Mali, Mauritania, Niger, Nigeria, Sudan, and Uganda.",extant
7030,7669,pternistis erckelii,372.9,Large,1197.81,Shrubland,Semi-open habitats,1,Herbivore,6.76,19.42,11.74,38.33,146193.65,"Erckel's spurfowl (Pternistis erckelii), also known as Erckel's francolin,[2] is a species of game bird in the family Phasianidae.",Least Concern
7031,2629,pternistis griseostriatus,264.5,Medium,288.49,Forest,Dense habitats,1,Omnivore,-14.20,-8.38,-11.06,14.23,85105.17,"The grey-striped spurfowl (Pternistis griseostriatus) is a species of bird in the family Phasianidae.
It is found only in Angola.",Least Concern
7032,3154,pternistis hartlaubi,257.7,Medium,241.45,Shrubland,Semi-open habitats,1,Herbivore,-24.80,-12.44,-18.77,15.19,353895.58,Hartlaub's spurfowl or  Hartlaub's francolin (Pternistis hartlaubi) is a species of bird in the pheasant family Phasianidae. It is endemic to the escarpment zone of Namibia and Angola. The common name and Latin binomial commemorate the German physician and ornithologist Gustav Hartlaub.[2],extant
7033,2525,pternistis harwoodi,284.7,Medium,493.02,Shrubland,Semi-open habitats,1,Herbivore,9.40,12.23,10.67,38.56,26421.65,"Harwood's spurfowl (Pternistis harwoodi), also known as Harwood's Francolin, is a species of bird in the family Phasianidae. It is a grey-brown bird with red bill and tail, and red bare skin around the eyes. Both sexes have similar coloring, although the female is paler in color with a more extensive buff belly.[2]",Near Threatened
7034,4598,pternistis hildebrandti,303.3,Medium,531.98,Shrubland,Semi-open habitats,1,Herbivore,-16.77,1.95,-6.12,33.85,900428.25,"Hildebrandt's spurfowl (Pternistis hildebrandti) is a species of bird in the family Phasianidae.
It is found in Burundi, Democratic Republic of the Congo, Kenya, Malawi, Mozambique, Rwanda, Tanzania, and Zambia. The species is named for Johann Maria Hildebrandt, who collected the first specimens in Kenya. The sexes differ markedly in their plumage and females are smaller than males.",extant
7035,2630,pternistis icterorhynchus,285.6,Medium,571.0,Grassland,Open habitats,1,Omnivore,-1.16,9.71,5.24,24.42,1444290.43,"Heuglin's spurfowl (Pternistis icterorhynchus) is a species of bird in the family Phasianidae.
It is found in Central African Republic, Democratic Republic of the Congo, South Sudan, and Uganda. The German explorer Theodor von Heuglin first described the species.",Least Concern
7036,3178,pternistis jacksoni,374.5,Large,1097.0,Forest,Semi-open habitats,1,Herbivore,-1.09,1.43,-0.03,36.01,16544.06,Jackson's spurfowl or Jackson's francolin (Pternistis jacksoni) is a species of bird in the family Phasianidae. It is found in Kenya and Uganda. Its preferred habitats include mountainous forests and stands of bamboo.,Least Concern
7037,8525,pternistis leucoscepus,340.2,Large,640.61,Shrubland,Semi-open habitats,1,Herbivore,-7.30,18.11,4.48,39.91,2071108.37,"The yellow-necked spurfowl or yellow-necked francolin (Pternistis leucoscepus) is a species of bird in the family Phasianidae.  It is found in Djibouti, Eritrea, Ethiopia, Kenya, Somalia, Sudan, Tanzania, and Uganda. This species is named for the yellow patch found on its neck. Males of this species have been noted to have spurs on the back of their legs.",extant
7038,6603,pternistis natalensis,302.8,Medium,508.09,Shrubland,Semi-open habitats,1,Herbivore,-31.80,-12.94,-21.93,29.56,1136104.66,"The Natal spurfowl or Natal francolin (Pternistis natalensis) is a species of bird in the family Phasianidae.
It is found in Botswana, Eswatini, Mozambique, South Africa, Zambia, and Zimbabwe.",Least Concern
7039,4027,pternistis nobilis,312.7,Medium,878.0,Forest,Semi-open habitats,1,Herbivore,-4.12,0.72,-2.22,29.18,17128.53,"The handsome spurfowl (Pternistis nobilis) is a species of bird in the pheasant family Phasianidae. It is a large, up to 35 cm long, terrestrial forest bird with a dark reddish brown plumage, grey head, red bill and legs, brown iris, bare red orbital skin and rufous grey below. Both sexes are similar. The female is slightly smaller than male. The young has duller plumage.",Least Concern
7040,5188,pternistis ochropectus,355.7,Large,699.6,Woodland,Dense habitats,1,Herbivore,11.68,12.04,11.82,42.70,607.57,"The Djibouti spurfowl or Djibouti francolin (Pternistis ochropectus) is a bird species in the pheasant family, Phasianidae. It is critically endangered and found only in Djibouti, a nation in the Horn of Africa. This species is grayish-brown overall with white stripes and streaks on its underparts which become finer towards the upperparts. It has black markings on the head and a gray crown and has a short tail. It is 35 cm (1.15 ft) in length, and weighs 940 g (33 oz).",Critically Endangered
7041,4261,pternistis rufopictus,336.7,Medium,706.13,Shrubland,Open habitats,1,Herbivore,-4.71,-1.45,-3.07,34.24,77700.06,The grey-breasted spurfowl or grey-breasted francolin (Pternistis rufopictus) is a species of bird in the family Phasianidae. It is found only in Tanzania.,Least Concern
7042,4322,pternistis squamatus,310.4,Medium,449.45,Forest,Dense habitats,1,Herbivore,-12.35,12.65,2.11,24.44,2593426.10,"The scaly spurfowl (Pternistis squamatus) is a species of bird in the family Phasianidae.
It is found in Angola, Burundi, Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Equatorial Guinea, Ethiopia, Gabon, Kenya, Malawi, Nigeria, Rwanda, São Tomé and Príncipe, Sudan, Tanzania, and Uganda.",extant
7043,5455,pternistis swainsonii,312.8,Medium,597.1,Grassland,Semi-open habitats,1,Herbivore,-29.50,-10.60,-20.72,26.28,1549732.16,"Swainson's spurfowl or Swainson's francolin (Pternistis swainsonii) is a species of bird in the family Phasianidae which is native to southern Africa. In the Shona language in Zimbabwe, this bird is called the chikwari or horwe and is considered a delicacy by outdoor and hunting enthusiasts. Swainson's spurfowl was named after William Swainson, an English ornithologist.",extant
7044,2096,pternistis swierstrai,317.0,Medium,460.29,Forest,Dense habitats,1,Herbivore,-15.46,-10.62,-13.09,14.75,18471.00,Swierstra's spurfowl (Pternistis swierstrai) is a species of bird in the family Phasianidae. It is found only in Angola in the rapidly shrinking Afromontane forests of peaks such as Mount Moco and Mount Soque.[2],Endangered
7045,9818,pterocles alchata,363.6,Large,275.79,Grassland,Open habitats,2,Herbivore,28.08,47.02,37.64,45.47,3142814.68,"The pin-tailed sandgrouse (Pterocles alchata) is a medium large bird in the sandgrouse family. It has a small, pigeon like head and neck and a sturdy, compact body. It has long pointed wings, which are white underneath, a long tail and a fast direct flight. Flocks fly to watering holes at dawn. The call is a loud kattar-kattar. This gregarious species breeds on dry open treeless plains and similar habitats. Its nest is a ground scrape into which two or three cream-coloured eggs with cryptic markings are laid. Both sexes incubate the eggs.",extant
7046,7130,pterocles bicinctus,268.9,Medium,237.0,Grassland,Open habitats,1,Herbivore,-29.10,-11.39,-20.46,23.50,1654904.57,"The double-banded sandgrouse (Pterocles bicinctus) is a species of predominantly terrestrial, or ground-dwelling (though not flightless), bird in the family Pteroclidae. It is found in arid parts of southern Africa.",extant
7047,4192,pterocles burchelli,253.8,Medium,180.67,Grassland,Open habitats,1,Herbivore,-28.86,-17.18,-22.19,21.75,1218509.01,Burchell's sandgrouse (Pterocles burchelli) is a species of bird in the family Pteroclidae. It is found in arid and semi-arid regions of southern Africa. The name of this bird commemorates the English naturalist William John Burchell.[2],Least Concern
7048,8648,pterocles coronatus,295.1,Medium,300.0,Desert,Open habitats,2,Herbivore,15.22,36.71,25.77,18.03,4815595.16,"The crowned sandgrouse (Pterocles coronatus) is a species of bird in the sandgrouse family, the  Pteroclidae from North Africa and the Middle East.",extant
7049,6235,pterocles decoratus,247.4,Medium,181.34,Shrubland,Open habitats,2,Herbivore,-9.34,8.66,0.28,39.23,1363573.06,"The black-faced sandgrouse (Pterocles decoratus) is a species of bird in the Pteroclidae family. It is found in Ethiopia, Kenya, Somalia, Tanzania, and Uganda.",extant
7050,8890,pterocles exustus,307.5,Medium,202.81,Grassland,Open habitats,2,Herbivore,-7.97,34.23,16.11,39.04,9267366.88,The chestnut-bellied sandgrouse or common sandgrouse[citation needed] (Pterocles exustus) is a species of sandgrouse. It is a sedentary and nomadic species that ranges from northern and central Africa and further east towards western and southern Asia. There are six recognised subspecies.[2],extant
7051,6684,pterocles gutturalis,325.4,Medium,338.0,Grassland,Open habitats,2,Herbivore,-26.23,15.30,-10.12,30.63,810480.40,The yellow-throated sandgrouse (Pterocles gutturalis) is a species of bird in the family Pteroclidae.,extant
7052,6408,pterocles indicus,263.3,Medium,178.21,Grassland,Open habitats,1,Herbivore,10.35,34.59,22.01,77.54,1916026.14,The painted sandgrouse (Pterocles indicus) is a medium large bird in the sandgrouse family Pteroclidae found in India and Pakistan.,Least Concern
7053,7651,pterocles lichtensteinii,267.9,Medium,209.1,Grassland,Open habitats,1,Herbivore,-0.81,31.92,18.14,28.77,3826174.11,"Lichtenstein's sandgrouse (Pterocles lichtensteinii) is a species of bird in the Pteroclidae family, which is named after Martin Lichtenstein. They are nomadic, mostly nocturnal birds, which drink before dawn and after dusk.[2]",extant
7054,8725,pterocles namaqua,287.8,Medium,177.0,Desert,Open habitats,2,Herbivore,-34.21,-12.25,-24.52,20.67,2037622.26,"The Namaqua sandgrouse (Pterocles namaqua), is a species of ground-dwelling bird in the sandgrouse family.  It is found in arid regions of south-western Africa.",Least Concern
7055,9700,pterocles orientalis,344.1,Large,404.87,Grassland,Open habitats,2,Herbivore,26.09,48.57,39.56,55.06,5783511.92,The black-bellied sandgrouse (Pterocles orientalis) is a medium large bird in the sandgrouse family.,Least Concern
7056,3292,pterocles personatus,329.3,Medium,181.3,Shrubland,Open habitats,1,Herbivore,-25.61,-14.14,-20.06,45.41,263503.92,"The Madagascar sandgrouse (Pterocles personatus) is a species of bird in the family Pteroclidae. It is endemic to Madagascar and is a ground-dwelling short-legged plump bird. The head of the male is brown with a black area surrounding the beak. It has a pinkish-buff coloured breast, a light brown mottled back, brown wings and paler underparts barred with dark brown. The female has a generally duller appearance being cryptically coloured brown with dark specks and bars.",Least Concern
7057,5564,pterocles quadricinctus,276.1,Medium,178.88,Shrubland,Open habitats,1,Herbivore,1.37,17.18,11.49,13.65,3917295.51,The four-banded sandgrouse (Pterocles quadricinctus) is a medium-sized bird in the sandgrouse family.,Least Concern
7058,8206,pterocles senegallus,329.9,Medium,263.36,Desert,Open habitats,2,Herbivore,7.95,36.05,23.93,18.80,9258740.38,"The spotted sandgrouse (Pterocles senegallus) is a species of ground dwelling bird in the family Pteroclidae. It is found in arid regions of northern and eastern Africa and across the Middle East and parts of Asia as far east as northwest India. It is a gregarious, diurnal bird and small flocks forage for seed and other vegetable matter on the ground, flying once a day to a waterhole for water. In the breeding season pairs nest apart from one another, the eggs being laid in a depression on the stony ground. The chicks leave the nest soon after hatching and eat dry seed, the water they need being provided by the male which saturates its belly feathers with water at the waterhole. The spotted sandgrouse is listed as being of ""least concern"" by the International Union for Conservation of Nature in its Red List of Threatened Species.",Least Concern
7059,5648,pterodroma alba,398.6,Large,259.0,Marine,Open habitats,2,Carnivore,-30.34,20.97,-11.30,-136.56,22290948.30,"The Phoenix petrel (Pterodroma alba) is a medium-sized tropical seabird, measuring up to 35 cm (1.15 ft) long, with a wingspan of 83 cm (2.72 ft). It has a dark brown upperparts plumage, white below and whitish throat. The sexes are similar.",Vulnerable
7060,7455,pterodroma arminjoniana,430.8,Large,394.0,Marine,Open habitats,2,Carnivore,-53.41,37.32,-9.20,21.20,47409362.68,"The Trindade petrel (Pterodroma arminjoniana) is a species of seabird and a member of the gadfly petrels. The bird is 35–39 cm (14–15 in) in size, with an 88–102 cm (35–40 in) wingspan.",extant
7061,5138,pterodroma atrata,432.2,Large,394.0,Marine,Open habitats,2,Carnivore,-31.30,-6.09,-20.56,-135.79,9327817.45,The Henderson petrel (Pterodroma atrata) is a ground-nesting species of gadfly petrel in the family Procellariidae. Adults measure on average 37 cm. It has a uniform grey-brown plumage.,Endangered
7062,4171,pterodroma axillaris,329.5,Medium,165.0,Marine,Open habitats,2,Carnivore,-62.21,2.76,-38.20,-111.47,30397124.07,"The Chatham petrel (Pterodroma axillaris) or ranguru (Maori) is a medium-sized, grey, white and black gadfly petrel.  It only breeds on the Chatham Islands, New Zealand, and until recently was restricted to the 218-hectare Rangatira or South-East Island.",Vulnerable
7063,8242,pterodroma baraui,417.0,Large,400.0,Marine,Open habitats,2,Carnivore,-44.37,4.93,-23.62,74.86,26305029.88,Barau's petrel (Pterodroma baraui) is a medium-sized gadfly petrel from the family Procellariidae. Its main breeding site is the island of Réunion in the Indian Ocean.,Endangered
7064,4538,pterodroma brevipes,335.2,Medium,147.05,Marine,Open habitats,2,Carnivore,-29.63,7.32,-9.68,-74.54,34420908.06,The collared petrel (Pterodroma brevipes) is a species of seabird in the family Procellariidae. It is sometimes regarded as a subspecies of Gould's petrel (P. leucoptera).,extant
7065,8343,pterodroma cahow,396.5,Large,246.0,Marine,Open habitats,2,Carnivore,20.05,57.55,39.01,-43.24,15874369.54,"The Bermuda petrel (Pterodroma cahow) is a gadfly petrel. Commonly known in Bermuda as the cahow, a name derived from its eerie cries, this nocturnal ground-nesting seabird is the national bird of Bermuda and can be found pictured on Bermudian currency. The Bermuda petrel is the second rarest seabird on the planet. They have medium-sized body and long wings, a greyish-black crown and collar, dark grey upper-wings and tail, white upper-tail coverts and white under-wings edged with black, and the underparts are completely white.",extant
7066,4517,pterodroma caribbaea,438.9,Large,278.0,Marine,Open habitats,2,Carnivore,NA,NA,NA,NA,NA,"The Jamaican petrel (Pterodroma caribbaea) is a small possibly extinct seabird in the gadfly petrel genus, Pterodroma. It is related to the black-capped petrel (P. hasitata).",Critically Endangered
7067,5270,pterodroma cervicalis,459.0,Large,444.99,Marine,Open habitats,2,Carnivore,-33.08,46.20,7.94,-31.29,67284625.41,"The white-necked petrel (Pterodroma cervicalis), also known as the white-naped petrel, is a species of seabird in the family Procellariidae. During the non-breeding season it occurs throughout a large part of the Pacific, but it is only known to breed on Macauley Island in  New Zealand's Kermadec Islands and the Australian territory of Norfolk Island and Phillip Island. It formerly bred on Raoul Island, but has now been extirpated from this locality. Reports of breeding on Merelava, Vanuatu, are more likely to be the very similar Vanuatu petrel, P. occulta, which some consider to be a subspecies of the white-necked petrel. The IUCN rating as vulnerable is for the ""combined"" species.",extant
7068,6955,pterodroma cookii,332.8,Medium,177.91,Marine,Open habitats,2,Carnivore,-63.67,52.28,-11.01,-78.97,120250835.90,"Cook's petrel (Pterodroma cookii), or the tītī or blue-footed petrel,[2] is a Procellariform seabird. It is a member of the gadfly petrels and part of the subgenus Cookilaria Bonaparte, 1856, which includes the very similar Stejneger's petrel.",extant
7069,2107,pterodroma defilippiana,349.3,Large,169.0,Marine,Open habitats,2,Carnivore,-35.43,-18.68,-25.48,-85.40,1766659.35,"Masatierra petrel (Pterodroma defilippiana) or De Filippi's petrel, is a species of seabird in the family Procellariidae. It is endemic to Chile where it nests in the Juan Fernández Islands (including Masatierra) and Desventuradas Islands. Its natural habitats are open seas and rocky shores.",Vulnerable
7070,2743,pterodroma deserta,391.6,Large,311.0,Marine,Open habitats,2,Carnivore,-47.10,55.88,11.95,-35.95,43967640.59,"The Desertas petrel (Pterodroma deserta) is a small seabird in the gadfly petrel genus which breeds on Bugio Island in the Desertas off Madeira.  The gadfly petrels in the genus Pterodroma are seabirds of temperate and tropical oceans. Many are little-known, and their often similar appearance have caused the taxonomy of the group to be rather fluid.[2]  Although the systematics on this species has not yet been definitively established, provisionally some authorities have split the Desertas petrel, separating the Desertas breeding birds from those in the Cape Verde archipelago,[3] while others consider it a subspecies of the Fea's petrel. The species is named after its breeding grounds, which are pronounced ""Dez-ERT-ass"".",Vulnerable
7071,5731,pterodroma externa,471.7,Large,428.0,Marine,Open habitats,2,Carnivore,-48.61,35.99,-2.61,-118.41,44060886.11,"The Juan Fernández petrel (Pterodroma externa) is a species of seabird in the family Procellariidae. It nests on a single island off the coast of Chile, in the Juan Fernández Archipelago. It was previously classified as a subspecies of the white-necked petrel (Pterodroma cervicalis), which is found in tropical waters of the Pacific and Indian Oceans.",Vulnerable
